title,xlabel,ylabel,linename,xvalue,yvalue
Time Error,Progress (steps),Error (s),Baseline,1.0,922.81
Time Error,Progress (steps),Error (s),Baseline,2.0,599.914
Time Error,Progress (steps),Error (s),Baseline,3.0,114.74287499999987
Time Error,Progress (steps),Error (s),Baseline,4.0,105.723
Time Error,Progress (steps),Error (s),Baseline,5.0,201.08720000000028
Time Error,Progress (steps),Error (s),Baseline,6.0,327.5247480000007
Time Error,Progress (steps),Error (s),Baseline,7.0,309.41402899999997
Time Error,Progress (steps),Error (s),Baseline,8.0,400.729
Time Error,Progress (steps),Error (s),Baseline,9.0,319.63237999999785
Time Error,Progress (steps),Error (s),Baseline,10.0,410.16359999999986
Time Error,Progress (steps),Error (s),Baseline,11.0,411.168402
Time Error,Progress (steps),Error (s),Baseline,12.0,366.4821119999987
Time Error,Progress (steps),Error (s),Baseline,13.0,304.63835000000165
Time Error,Progress (steps),Error (s),Baseline,14.0,264.84561600000075
Time Error,Progress (steps),Error (s),Baseline,15.0,263.3788549999998
Time Error,Progress (steps),Error (s),Baseline,17.0,270.8482520000002
Time Error,Progress (steps),Error (s),Baseline,16.0,257.7412760000014
Time Error,Progress (steps),Error (s),Baseline,19.0,264.0420419999999
Time Error,Progress (steps),Error (s),Baseline,18.0,263.7957599999988
Time Error,Progress (steps),Error (s),Baseline,21.0,216.1306280000001
Time Error,Progress (steps),Error (s),Baseline,20.0,235.47519999999972
Time Error,Progress (steps),Error (s),Baseline,23.0,70.42229468599035
Time Error,Progress (steps),Error (s),Baseline,22.0,184.42982799999973
Time Error,Progress (steps),Error (s),Baseline,25.0,64.42086956521743
Time Error,Progress (steps),Error (s),Baseline,24.0,71.56316908212546
Time Error,Progress (steps),Error (s),Baseline,27.0,16.256352657004822
Time Error,Progress (steps),Error (s),Baseline,26.0,56.01432850241558
Time Confidence,Confidence,Probability correct,Baseline,0.0,0.0
Time Confidence,Confidence,Probability correct,Baseline,0.1,0.48933333333333334
Time Confidence,Confidence,Probability correct,Baseline,0.8,0.9935587761674718
Time Confidence,Confidence,Probability correct,Baseline,0.9,1.0
Time Confidence,Confidence,Probability correct,Baseline,0.7,0.18633333333333332
Time Confidence,Confidence,Probability correct,Baseline,0.6,0.207
Time Confidence,Confidence,Probability correct,Baseline,0.5,0.207
Time Confidence,Confidence,Probability correct,Baseline,0.4,0.1595
Time Confidence,Confidence,Probability correct,Baseline,0.2,0.131
Time Confidence,Confidence,Probability correct,Baseline,0.3,0.076
Steps Error,Progress (steps),Error (steps),Baseline,1.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,2.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,3.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,4.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,5.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,6.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,7.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,8.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,9.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,10.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,11.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,12.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,13.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,14.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,15.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,17.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,16.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,19.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,18.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,21.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,20.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,23.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,22.0,3.965
Steps Error,Progress (steps),Error (steps),Baseline,25.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,24.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,27.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,26.0,0.0
Steps Confidence,Confidence,Probability correct,Baseline,0.0,0.207
